ID	Disease_ID	Disorder_name	gene	Gene_symbols	OMIM_ID	Chromosome	Class	OMIM_Disease_ID
805	406	Deafness, autosomal recessive 1, 220290 (3)	GJB2	GJB2, CX26, DFNB1, PPK, DFNA3, KID, HID	121011	13q11-q12	Ear,Nose,Throat	220290
806	406	Deafness, autosomal recessive 12, 601386 (3)	CDH23	CDH23, USH1D	605516	10q21-q22	Ear,Nose,Throat	601386
807	406	Deafness, autosomal recessive 12, modifier of, 601386 (3)	ATP2B2	ATP2B2, PMCA2	108733	3p26-p25	Ear,Nose,Throat	601386
808	406	Deafness, autosomal recessive 16, 603720 (3)	STRC	STRC, DFNB16	606440	15q15	Ear,Nose,Throat	603720
809	406	Deafness, autosomal recessive 18, 602092 (3)	USH1C	USH1C, DFNB18	605242	11p15.1	Ear,Nose,Throat	602092
810	406	Deafness, autosomal recessive 21, 603629 (3)	TECTA	TECTA, DFNA8, DFNA12, DFNB21	602574	11q22-q24	Ear,Nose,Throat	603629
811	406	Deafness, autosomal recessive 22, 607039 (3)	OTOA	OTOA, DFNB22	607038	16p12.2	Ear,Nose,Throat	607039
812	406	Deafness, autosomal recessive 23, 609533 (3)	PCDH15	PCDH15, DFNB23	605514	10q21-q22	Ear,Nose,Throat	609533
813	406	Deafness, autosomal recessive 29 (3)	CLDN14	CLDN14, DFNB29	605608	21q22.3	Ear,Nose,Throat	29
919	457	Dysfibrinogenemia, alpha type, causing bleeding diathesis (3)	FGA	FGA	134820	4q28	Hematological	
814	406	Deafness, autosomal recessive 2, neurosensory, 600060 (3)	MYO7A	MYO7A, USH1B, DFNB2, DFNA11	276903	11q13.5	Ear,Nose,Throat	600060
815	406	Deafness, autosomal recessive 30, 607101 (3)	MYO3A	MYO3A, DFNB30	606808	10p11.1	Ear,Nose,Throat	607101
816	406	Deafness, autosomal recessive 31, 607084 (3)	WHRN	WHRN, CIP98, KIAA1526, DFNB31	607928	9q32-q34	Ear,Nose,Throat	607084
817	406	Deafness, autosomal recessive 3, 600316 (3)	MYO15A	MYO15A, DFNB3	602666	17p11.2	Ear,Nose,Throat	600316
818	406	Deafness, autosomal recessive 36, 609006 (3)	ESPN	ESPN	606351	1p36.3-p36.1	Ear,Nose,Throat	609006
819	406	Deafness, autosomal recessive 37, 607821 (3)	MYO6	MYO6, DFNA22, DFNB37	600970	6q13	Ear,Nose,Throat	607821
820	406	Deafness, autosomal recessive (3)	GJB3	GJB3, CX31, DFNA2	603324	1p35.1	Ear,Nose,Throat	
821	406	Deafness, autosomal recessive 4, 600791 (3)	SLC26A4	SLC26A4, PDS, DFNB4	605646	7q31	Ear,Nose,Throat	600791
822	406	Deafness, autosomal recessive 61 (3)	PRES	PRES, DFNB61, SLC26A5	604943	7q22.1	Ear,Nose,Throat	61
823	406	Deafness, autosomal recessive 6, 600971 (3)	TMIE	TMIE, DFNB6	607237	3p21	Ear,Nose,Throat	600971
824	406	Deafness, autosomal recessive 7, 600974 (3)	TMC1	TMC1, DFNB7, DFNB11, DFNA36	606706	9q13-q21	Ear,Nose,Throat	600974
825	406	Deafness, autosomal recessive 8, childhood onset, 601072 (3)	TMPRSS3	TMPRSS3, ECHOS1, DFNB8, DFNB10	605511	21q22.3	Ear,Nose,Throat	601072
826	406	Deafness, autosomal recessive 9, 601071 (3)	OTOF	OTOF, DFNB9, NSRD9	603681	2p23-p22	Ear,Nose,Throat	601071
827	406	Deafness, congenital heart defects, and posterior embryotoxon (3)	JAG1	JAG1, AGS, AHD	601920	20p12	Ear,Nose,Throat	
828	406	Deafness, nonsyndromic (3) ()	KIAA1199	KIAA1199	608366	15q24	Ear,Nose,Throat	-3
829	406	Deafness, nonsyndromic neurosensory, digenic (3)	GJB6	GJB6, CX30, DFNA3, HED, ED2	604418	13q12	Ear,Nose,Throat	
830	406	Deafness, sensorineural, with hypertrophic cardiomyopathy, 606346 (3)	MYO6	MYO6, DFNA22, DFNB37	600970	6q13	Ear,Nose,Throat	606346
831	406	Deafness, X-linked 1, progressive (3)	TIMM8A	TIMM8A, DFN1, DDP, MTS, DDP1	300356	Xq22	Ear,Nose,Throat	
832	406	Deafness, X-linked 3, conductive, with stapes fixation, 304400 (3)	POU3F4	POU3F4, DFN3	300039	Xq21.1	Ear,Nose,Throat	304400
833	407	Debrisoquine sensitivity (3)	CYP2D@	CYP2D@, CYP2D, P450C2D	124030	22q13.1	Metabolic	
834	410	Dejerine-Sottas disease, 145900 (3)	PMP22	PMP22, CMT1A, CMT1E, DSS	601097	17p11.2	multiple	145900
835	410	Dejerine-Sottas neuropathy, 145900 (3)	EGR2	EGR2, KROX20	129010	10q21.1-q22.1	multiple	145900
836	410	Dejerine-Sottas neuropathy, autosomal recessive, 145900 (3)	PRX	PRX, CMT4F	605725	19q13.1-q13.2	multiple	145900
837	410	Dejerine-Sottas syndrome, 145900 (3)	MPZ	MPZ, CMT1B, CMTDI3, CHM, DSS	159440	1q22	multiple	145900
838	411	Delayed sleep phase syndrome, susceptibility to (3)	AANAT	AANAT, SNAT	600950	17q25	Psychiatric	
839	412	Dementia, familial British, 176500 (3)	ITM2B	ITM2B, BRI, ABRI, FBD	603904	13q14	Neurological	176500
840	412	Dementia, familial Danish, 117300 (3)	ITM2B	ITM2B, BRI, ABRI, FBD	603904	13q14	Neurological	117300
841	412	Dementia, frontotemporal, 600274 (3)	PSEN1	PSEN1, AD3	104311	14q24.3	Neurological	600274
842	412	Dementia, frontotemporal, with parkinsonism, 600274 (3)	MAPT	MAPT, MTBT1, DDPAC, MSTD	157140	17q21.1	Neurological	600274
843	412	Dementia, Lewy body, 127750 (3)	SNCA	SNCA, NACP, PARK1, PARK4	163890	4q21	Neurological	127750
844	412	Dementia, Lewy body, 127750 (3)	SNCB	SNCB	602569	5q35	Neurological	127750
845	412	Dementia, Pick disease-like, 172700 (3)	MAPT	MAPT, MTBT1, DDPAC, MSTD	157140	17q21.1	Neurological	172700
846	412	Dementia, vascular, susceptibility to (3)	TNF	TNF, TNFA	191160	6p21.3	Neurological	
847	413	Dengue fever, protection against (3)	CD209	CD209, CDSIGN	604672	19p13.3	Immunological	
848	414	Dental anomalies, isolated (3)	RUNX2	RUNX2, CBFA1, PEBP2A1, AML3	600211	6p21	Skeletal	
849	415	Dentatorubro-pallidoluysian atrophy, 125370 (3)	DRPLA	DRPLA	607462	12p13.31	Neurological	125370
850	416	Dent disease, 300009 (3)	CLCN5	CLCN5, CLCK2, NPHL2, DENTS	300008	Xp11.22	Renal	300009
851	417	Dentin dysplasia, type II, 125420 (3)	DSPP	DSPP, DPP, DGI1, DFNA39, DTDP2	125485	4q21.3	Bone	125420
852	418	Dentinogenesis imperfecta, Shields type II, 125490 (3)	DSPP	DSPP, DPP, DGI1, DFNA39, DTDP2	125485	4q21.3	Bone	125490
853	418	Dentinogenesis imperfecta, Shields type III, 125500 (3)	DSPP	DSPP, DPP, DGI1, DFNA39, DTDP2	125485	4q21.3	Bone	125500
854	416	Dent syndrome, 300009 (3)	OCRL	OCRL, LOCR, OCRL1, NPHL2	300535	Xq26.1	Renal	300009
855	420	Denys-Drash syndrome, 194080 (3)	WT1	WT1	607102	11p13	Renal	194080
856	422	Dermatofibrosarcoma protuberans (3)	PDGFB	PDGFB, SIS	190040	22q12.3-q13.1	Cancer	
857	424	De Sanctis-Cacchione syndrome, 278800 (3)	ERCC6	ERCC6, CKN2, COFS, CSB	609413	10q11	multiple	278800
858	425	Desmoid disease, hereditary, 135290 (3)	APC	APC, GS, FPC	175100	5q21-q22	Cancer	135290
859	426	Desmosterolosis, 602398 (3)	DHCR24	DHCR24, KIAA0018	606418	1p33-p31.1	Metabolic	602398
860	2427	Diabetes insipidus, nephrogenic, 304800 (3)	AVPR2	AVPR2, DIR, DI1, ADHR	300538	Xq28	Endocrine	304800
861	2427	Diabetes insipidus, nephrogenic, autosomal dominant, 125800 (3)	AQP2	AQP2	107777	12q13	Endocrine	125800
862	2427	Diabetes insipidus, nephrogenic, autosomal recessive, 222000 (3)	AQP2	AQP2	107777	12q13	Endocrine	222000
863	2427	Diabetes insipidus, neurohypophyseal, 125700 (3)	AVP	AVP, AVRP, VP	192340	20p13	Endocrine	125700
864	427	Diabetes mellitus, 125853 (3)	ABCC8	ABCC8, SUR, PHHI, SUR1	600509	11p15.1	Endocrine	125853
865	427	Diabetes mellitus, insulin-dependent, 222100 (3)	TCF1	TCF1, HNF1A, MODY3	142410	12q24.2	Endocrine	222100
866	427	Diabetes mellitus, insulin-dependent, 5, 600320 (3)	SUMO4	SUMO4, IDDM5	608829	6q25	Endocrine	600320
867	427	Diabetes mellitus, insulin-dependent, susceptibility to, 222100 (3)	PTPN8	PTPN8, PEP, PTPN22, LYP	600716	1p13	Endocrine	222100
868	427	Diabetes mellitus, insulin-resistant, with acanthosis nigricans (3)	INSR	INSR	147670	19p13.2	Endocrine	
869	427	Diabetes mellitus, insulin-resistant, with acanthosis nigricans and hypertension, 604367 (3)	PPARG	PPARG, PPARG1, PPARG2	601487	3p25	Endocrine	604367
870	427	Diabetes mellitus, neonatal-onset, 606176 (3)	GCK	GCK	138079	7p15-p13	Endocrine	606176
871	427	Diabetes mellitus, noninsulin-dependent, 125853 (3)	GCGR	GCGR	138033	17q25	Endocrine	125853
872	427	Diabetes mellitus, noninsulin-dependent, 125853 (3)	GPD2	GPD2	138430	2q24.1	Endocrine	125853
873	427	Diabetes mellitus, noninsulin-dependent, 125853 (3)	HNF4A	HNF4A, TCF14, MODY1	600281	20q12-q13.1	Endocrine	125853
874	427	Diabetes mellitus, noninsulin-dependent, 125853 (3)	IRS2	IRS2	600797	13q34	Endocrine	125853
875	427	Diabetes mellitus, noninsulin-dependent, 125853 (3)	MAPK8IP1	MAPK8IP1, IB1	604641	11p12-p11.2	Endocrine	125853
876	427	Diabetes mellitus, noninsulin-dependent, 125853 (3)	NEUROD1	NEUROD1, NIDDM	601724	2q32	Endocrine	125853
877	427	Diabetes mellitus, noninsulin-dependent, 125853 (3)	TCF2	TCF2, HNF2	189907	17cen-q21.3	Endocrine	125853
878	427	Diabetes mellitus, noninsulin-dependent, 2, 125853 (3)	TCF1	TCF1, HNF1A, MODY3	142410	12q24.2	Endocrine	125853
879	427	Diabetes mellitus, noninsulin-dependent (3)	IRS1	IRS1	147545	2q36	Endocrine	
880	427	Diabetes mellitus, noninsulin-dependent (3)	SLC2A2	SLC2A2, GLUT2	138160	3q26.1-q26.3	Endocrine	
881	427	Diabetes mellitus, noninsulin-dependent (3)	SLC2A4	SLC2A4, GLUT4	138190	17p13	Endocrine	
882	427	Diabetes mellitus, noninsulin-dependent, 601283 (3)	CAPN10	CAPN10	605286	2q37.3	Endocrine	601283
883	427	Diabetes mellitus, non-insulin-dependent, susceptibility to, 125853 (3)	ENPP1	ENPP1, PDNP1, NPPS, M6S1, PCA1	173335	6q22-q23	Endocrine	125853
884	427	Diabetes mellitus, noninsulin-dependent, susceptibility to, 125853 (3)	RETN	RETN, RSTN, FIZZ3	605565	19p13.2	Endocrine	125853
885	427	Diabetes mellitus, permanent neonatal, with cerebellar agenesis, 609069 (3)	PTF1A	PTF1A	607194	10p12.3	Endocrine	609069
886	427	Diabetes mellitus, permanent neonatal, with neurologic features, 606176 (3)	KCNJ11	KCNJ11, BIR, PHHI	600937	11p15.1	Endocrine	606176
887	427	Diabetes mellitus, type II, 125853 (3)	AKT2	AKT2	164731	19q13.1-q13.2	Endocrine	125853
888	427	Diabetes mellitus, type II, susceptibility to, 125853 (3)	IPF1	IPF1	600733	13q12.1	Endocrine	125853
889	427	Diabetes mellitus, type I, susceptibility to, 222100 (3)	FOXP3	FOXP3, IPEX, AIID, XPID, PIDX	300292	Xp11.23-q13.3	Endocrine	222100
890	427	Diabetes, permanent neonatal, 606176 (3)	KCNJ11	KCNJ11, BIR, PHHI	600937	11p15.1	Endocrine	606176
891	427	Diabetic nephropathy, susceptibility to, 603933 (3)	ACE	ACE, DCP1, ACE1	106180	17q23	Endocrine	603933
892	427	Diabetic retinopathy, NIDDM-related, susceptibility to, 125853 (3)	VEGF	VEGF	192240	6p12	Endocrine	125853
893	430	Diastrophic dysplasia, 222600 (3)	SLC26A2	SLC26A2, DTD, DTDST, D5S1708, EDM4	606718	5q32-q33.1	Skeletal	222600
894	430	Diastrophic dysplasia, broad bone-platyspondylic variant (3)	SLC26A2	SLC26A2, DTD, DTDST, D5S1708, EDM4	606718	5q32-q33.1	Skeletal	
895	432	DiGeorge syndrome, 188400 (3)	TBX1	TBX1, DGS, CTHM, CAFS, TGA, DORV, VCFS, DGCR	602054	22q11.2	multiple	188400
896	433	Dihydropyrimidinuria (3)	DPYS	DPYS, DHP	222748	8q22	Metabolic	
897	434	Dilated cardiomyopathy with woolly hair and keratoderma, 605676 (3)	DSP	DSP, KPPS2, PPKS2	125647	6p24	multiple	605676
898	435	Dimethylglycine dehydrogenase deficiency, 605850 (3)	DMGDH	DMGDH, DMGDHD	605849	5q12.2-q12.3	Metabolic	605850
899	438	Disordered steroidogenesis, isolated (3)	POR	POR	124015	7q11.2	Metabolic	
900	439	Dissection of cervical arteries (3)	COL1A1	COL1A1	120150	17q21.31-q22	Connective tissue	
901	2440	DNA ligase I deficiency (3)	LIG1	LIG1	126391	19q13.2-q13.3	multiple	
902	440	DNA topoisomerase I, camptothecin-resistant (3)	TOP1	TOP1	126420	20q12-q13.1	Metabolic	
903	440	DNA topoisomerase II, resistance to inhibition of, by amsacrine (3)	TOP2A	TOP2A, TOP2	126430	17q21-q22	Metabolic	
904	441	Dopamine-beta-hydroxylase activity levels, plasma (3)	DBH	DBH	609312	9q34	Metabolic	
905	441	Dopamine beta-hydroxylase deficiency, 223360 (3)	DBH	DBH	609312	9q34	Metabolic	223360
906	443	Dosage-sensitive sex reversal, 300018 (3)	DAX1	DAX1, AHC, AHX, NROB1	300473	Xp21.3-p21.2	Endocrine	300018
907	444	Double-outlet right ventricle, 217095 (3)	CFC1	CFC1, CRYPTIC, HTX2	605194	2q21.1	Cardiovascular	217095
908	445	Down syndrome, risk of, 190685 (3)	MTR	MTR	156570	1q43	multiple	190685
909	446	Doyne honeycomb degeneration of retina, 126600 (3)	EFEMP1	EFEMP1, FBNL, DHRD	601548	2p16	Ophthamological	126600
910	447	Drug addiction, susceptibility to (3)	FAAH	FAAH	602935	1p35-p34	Psychiatric	
911	449	Duane-radial ray syndrome, 607323 (3)	SALL4	SALL4, HSAL4	607343	20q13.13-q13.2	multiple	607323
912	450	Dubin-Johnson syndrome, 237500 (3)	ABCC2	ABCC2, CMOAT	601107	10q24	Metabolic	237500
913	451	Duchenne muscular dystrophy, 310200 (3)	DMD	DMD, BMD	300377	Xp21.2	Muscular	310200
914	452	Dyggve-Melchior-Clausen disease, 223800 (3)	DYM	DYM, FLJ90130, DMC, SMC	607461	18q12-q21.1	multiple	223800
915	453	Dysalbuminemic hyperthyroxinemia (3)	ALB	ALB	103600	4q11-q13	Hematological	
916	454	Dysautonomia, familial, 223900 (3)	IKBKAP	IKBKAP, IKAP	603722	9q31	Neurological	223900
917	455	Dyschromatosis symmetrica hereditaria, 127400 (3)	ADAR	ADAR, DRADA, DSH, DSRAD	601059	1q21.3	Dermatological	127400
918	456	Dyserythropoietic anemia with thrombocytopenia, 300367 (3)	GATA1	GATA1, GF1, ERYF1, NFE1	305371	Xp11.23	Hematological	300367
920	457	Dysfibrinogenemia, alpha type, causing recurrent thrombosis (3)	FGA	FGA	134820	4q28	Hematological	
921	457	Dysfibrinogenemia, beta type (3)	FGB	FGB	134830	4q28	Hematological	
922	457	Dysfibrinogenemia, gamma type (3)	FGG	FGG	134850	4q28	Hematological	
923	458	Dyskeratosis congenita-1, 305000 (3)	DKC1	DKC1, DKC	300126	Xq28	Dermatological	305000
924	458	Dyskeratosis congenita, autosomal dominant, 127550 (3)	TERC	TERC, TRC3, TR	602322	3q21-q28	Dermatological	127550
925	459	Dyslexia, susceptibility to, 1, 127700 (3)	DYX1C1	DYX1C1, DYXC1, DYX1	608706	15q21	Psychiatric	127700
926	459	Dyslexia, susceptibility to, 2, 600202 (3)	KIAA0319	KIAA0319, DYX2, DYLX2, DLX2	609269	6p22.2	Psychiatric	600202
927	460	Dysprothrombinemia (3)	F2	F2	176930	11p11-q12	Hematological	
928	461	Dyssegmental dysplasia, Silverman-Handmaker type, 224410 (3)	HSPG2	HSPG2, PLC, SJS, SJA, SJS1	142461	1p36.1	Neurological	224410
929	462	Dystonia-12, 128235 (3)	ATP1A3	ATP1A3, DYT12, RDP	182350	19q12-q13.2	Neurological	128235
930	462	Dystonia-1, torsion, 128100 (3)	DYT1	DYT1, TOR1A	605204	9q34	Neurological	128100
931	462	Dystonia, DOPA-responsive, 128230 (3)	GCH1	GCH1, DYT5	600225	14q22.1-q22.2	Neurological	128230
932	462	Dystonia, early-onset atypical, with myoclonic features (3)	DYT1	DYT1, TOR1A	605204	9q34	Neurological	
933	462	Dystonia, myoclonic, 159900 (3)	DRD2	DRD2	126450	11q23	Neurological	159900
934	462	Dystonia, myoclonic, 159900 (3)	SGCE	SGCE, DYT11	604149	7q21	Neurological	159900
935	462	Dystonia, primary cervical (3)	DRD5	DRD5, DRD1B, DRD1L2	126453	4p16.1-p15.3	Neurological	
936	463	Dystransthyretinemic hyperthyroxinemia(3)	TTR	TTR, PALB	176300	18q11.2-q12.1	Hematological	
937	465	EBD, Bart type, 132000 (3)	COL7A1	COL7A1	120120	3p21.3	Dermatological	132000
938	465	EBD, localisata variant (3)	COL7A1	COL7A1	120120	3p21.3	Dermatological	
939	466	Ectodermal dysplasia-1, anhidrotic, 305100 (3)	ED1	ED1, EDA, HED	300451	Xq12-q13.1	Dermatological	305100
940	466	Ectodermal dysplasia 2, hidrotic, 129500 (3)	GJB6	GJB6, CX30, DFNA3, HED, ED2	604418	13q12	Dermatological	129500
941	466	Ectodermal dysplasia, anhidrotic, 224900 (3)	EDARADD	EDARADD	606603	1q42.2-q43	Dermatological	224900
942	466	Ectodermal dysplasia, anhidrotic, lymphedema and immunodeficiency, 300301 (3)	IKBKG	IKBKG, NEMO, FIP3, IP2	300248	Xq28	Dermatological	300301
943	466	Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency (3)	NFKBIA	NFKBIA, IKBA	164008	14q13	Dermatological	
944	466	Ectodermal dysplasia, hypohidrotic, autosomal dominant, 129490 (3)	EDAR	EDAR, DL, ED3, EDA3	604095	2q11-q13	Dermatological	129490
945	466	Ectodermal dysplasia, hypohidrotic, autosomal recessive, 224900 (3)	EDAR	EDAR, DL, ED3, EDA3	604095	2q11-q13	Dermatological	224900
946	466	Ectodermal dysplasia, hypohidrotic, with immune deficiency, 300291 (3)	IKBKG	IKBKG, NEMO, FIP3, IP2	300248	Xq28	Dermatological	300291
947	466	Ectodermal dysplasia, Margarita Island type, 225060 (3)	HVEC	HVEC, PVRL1, PVRR1, PRR1	600644	11q23-q24	Dermatological	225060
948	466	Ectodermal dysplasia/skin fragility syndrome, 604536 (3)	PKP1	PKP1	601975	1q32	Dermatological	604536
949	467	Ectopia lentis, familial, 129600 (3)	FBN1	FBN1, MFS1, WMS	134797	15q21.1	Ophthamological	129600
950	467	Ectopia pupillae, 129750 (3)	PAX6	PAX6, AN2, MGDA	607108	11p13	Ophthamological	129750
951	468	Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3, 604292 (3)	TP73L	TP73L, TP63, KET, EEC3, SHFM4, LMS, RHS	603273	3q27	Skeletal	604292
952	470	Ehlers-Danlos due to tenascin X deficiency, 606408 (3)	TNXB	TNXB, TNX, TNXB1, TNXBS, TNXB2	600985	6p21.3	Connective tissue	606408
953	470	Ehlers-Danlos syndrome, hypermobility type, 130020 (3)	TNXB	TNXB, TNX, TNXB1, TNXBS, TNXB2	600985	6p21.3	Connective tissue	130020
954	470	Ehlers-Danlos syndrome, progeroid form, 130070 (3)	B4GALT7	B4GALT7, XGALT1, XGPT1	604327	5q35.2-q35.3	Connective tissue	130070
955	470	Ehlers-Danlos syndrome, type I, 130000 (3)	COL1A1	COL1A1	120150	17q21.31-q22	Connective tissue	130000
956	470	Ehlers-Danlos syndrome, type I, 130000 (3)	COL5A1	COL5A1	120215	9q34.2-q34.3	Connective tissue	130000
957	470	Ehlers-Danlos syndrome, type I, 130000 (3)	COL5A2	COL5A2	120190	2q31	Connective tissue	130000
958	470	Ehlers-Danlos syndrome, type II, 130010 (3)	COL5A1	COL5A1	120215	9q34.2-q34.3	Connective tissue	130010
959	470	Ehlers-Danlos syndrome, type III, 130020 (3)	COL3A1	COL3A1	120180	2q31	Connective tissue	130020
960	470	Ehlers-Danlos syndrome, type IV, 130050 (3)	COL3A1	COL3A1	120180	2q31	Connective tissue	130050
961	470	Ehlers-Danlos syndrome, type VI, 225400 (3)	PLOD	PLOD, PLOD1	153454	1p36.3-p36.2	Connective tissue	225400
962	470	Ehlers-Danlos syndrome, type VII, 130060 (3)	COL1A1	COL1A1	120150	17q21.31-q22	Connective tissue	130060
963	470	Ehlers-Danlos syndrome, type VIIA2, 130060 (3)	COL1A2	COL1A2	120160	7q22.1	Connective tissue	130060
964	470	Ehlers-Danlos syndrome, type VIIC, 225410 (3)	ADAMTS2	ADAMTS2, NPI	604539	5q23	Connective tissue	225410
965	471	Elite sprint athletic performance (3)	ACTN3	ACTN3	102574	11q13-q14	Muscular	
966	472	Elliptocytosis-1 (3)	EPB41	EPB41, EL1	130500	1p36.2-p34	Hematological	
967	472	Elliptocytosis-2 (3)	SPTA1	SPTA1	182860	1q21	Hematological	
968	472	Elliptocytosis-3 (3)	SPTB	SPTB	182870	14q22-q23.2	Hematological	
969	472	Elliptocytosis, Malaysian-Melanesian type (3)	SLC4A1	SLC4A1, AE1, EPB3	109270	17q21-q22	Hematological	
970	473	Ellis-van Creveld syndrome, 225500 (3)	EVC	EVC	604831	4p16	Skeletal	225500
971	473	Ellis-van Creveld syndrome, 225500 (3)	LBN	LBN, EVC2	607261	4p16	Skeletal	225500
972	474	Emery-Dreifuss muscular dystrophy, 310300 (3)	EMD	EMD, EDMD, STA	300384	Xq28	Muscular	310300
973	474	Emery-Dreifuss muscular dystrophy, AD, 181350 (3)	LMNA	LMNA, LMN1, EMD2, FPLD, CMD1A, HGPS, LGMD1B	150330	1q21.2	Muscular	181350
974	474	Emery-Dreifuss muscular dystrophy, AR, 604929 (3)	LMNA	LMNA, LMN1, EMD2, FPLD, CMD1A, HGPS, LGMD1B	150330	1q21.2	Muscular	604929
975	475	Emphysema (3)	PI	PI, AAT	107400	14q32.1	Respiratory	
976	475	Emphysema-cirrhosis (3)	PI	PI, AAT	107400	14q32.1	Respiratory	
977	476	Encephalopathy, familial, with neuroserpin inclusion bodies, 604218 (3)	SERPINI1	SERPINI1, PI12	602445	3q26	Neurological	604218
978	476	Encephalopathy, progressive mitochondrial, with proximal renal tubulopathy due to cytochrome c oxidase deficiency (3)	COX10	COX10	602125	17p12-p11.2	Neurological	
979	477	Enchondromatosis, Ollier type, 166000 (3)	PTHR1	PTHR1, PTHR	168468	3p22-p21.1	Cancer	166000
980	479	Endometrial carcinoma (3)	CDH1	CDH1, UVO	192090	16q22.1	Cancer	
981	479	Endometrial carcinoma (3)	MSH3	MSH3	600887	5q11-q12	Cancer	
982	479	Endometrial carcinoma (3)	MSH6	MSH6, GTBP, HNPCC5	600678	2p16	Cancer	
983	479	Endometrial carcinoma (3)	PTEN	PTEN, MMAC1	601728	10q23.31	Cancer	
984	481	Endotoxin hyporesponsiveness (3)	TLR4	TLR4	603030	9q32-q33	Immunological	
985	482	Endplate acetylcholinesterase deficiency, 603034 (3)	COLQ	COLQ, EAD	603033	3p25	Neurological	603034
986	483	Enhanced S-cone syndrome, 268100 (3)	NR2E3	NR2E3, PNR, ESCS	604485	15q23	Ophthamological	268100
987	484	Enlarged vestibular aqueduct, 603545 (3)	SLC26A4	SLC26A4, PDS, DFNB4	605646	7q31	Ear,Nose,Throat	603545
988	485	Enolase-beta deficiency (3)	ENO3	ENO3	131370	17pter-p12	Metabolic	
989	487	Enterokinase deficiency, 226200 (3)	PRSS7	PRSS7, ENTK	606635	21q21	Gastrointestinal	226200
990	491	Eosinophil peroxidase deficiency, 261500 (3)	EPX	EPX	131399	17q23.1	Hematological	261500
991	492	Epidermodysplasia verruciformis, 226400 (3)	EVER1	EVER1, EV1	605828	17q25	Dermatological	226400
992	492	Epidermodysplasia verruciformis, 226400 (3)	EVER2	EVER2, EV2	605829	17q25	Dermatological	226400
993	493	Epidermolysis bullosa dystrophica, AD, 131750 (3)	COL7A1	COL7A1	120120	3p21.3	Dermatological	131750
994	493	Epidermolysis bullosa dystrophica, AR, 226600 (3)	COL7A1	COL7A1	120120	3p21.3	Dermatological	226600
995	493	Epidermolysis bullosa, generalized atrophic benign, 226650 (3)	COL17A1	COL17A1, BPAG2	113811	10q24.3	Dermatological	226650
996	493	Epidermolysis bullosa, generalized atrophic benign, 226650 (3)	ITGB4	ITGB4	147557	17q11-qter	Dermatological	226650
997	493	Epidermolysis bullosa, generalized atrophic benign, 226650 (3)	LAMA3	LAMA3, LOCS	600805	18q11.2	Dermatological	226650
998	493	Epidermolysis bullosa, generalized atrophic benign, 226650 (3)	LAMB3	LAMB3	150310	1q32	Dermatological	226650
999	493	Epidermolysis bullosa, generalized atrophic benign, 226650 (3)	LAMC2	LAMC2, LAMNB2, LAMB2T	150292	1q25-q31	Dermatological	226650
1000	493	Epidermolysis bullosa, Herlitz junctional type, 226700 (3)	LAMB3	LAMB3	150310	1q32	Dermatological	226700
1001	493	Epidermolysis bullosa, Herlitz junctional type, 226700 (3)	LAMC2	LAMC2, LAMNB2, LAMB2T	150292	1q25-q31	Dermatological	226700
1002	493	Epidermolysis bullosa, junctional, Herlitz type, 226700 (3)	LAMA3	LAMA3, LOCS	600805	18q11.2	Dermatological	226700
1003	493	Epidermolysis bullosa, junctional, with pyloric atresia, 226730 (3)	ITGB4	ITGB4	147557	17q11-qter	Dermatological	226730
1004	493	Epidermolysis bullosa, junctional, with pyloric stenosis, 226730 (3)	ITGA6	ITGA6	147556	Chr.2	Dermatological	226730
1005	493	Epidermolysis bullosa, lethal acantholytic, 609638 (3)	DSP	DSP, KPPS2, PPKS2	125647	6p24	Dermatological	609638
1006	493	Epidermolysis bullosa of hands and feet, 131800 (3)	ITGB4	ITGB4	147557	17q11-qter	Dermatological	131800
1007	493	Epidermolysis bullosa, pretibial, 131850 (3)	COL7A1	COL7A1	120120	3p21.3	Dermatological	131850
